# psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,z
2.048447999999999780e+01,1.939311999999999969e+01,1.860042999999999935e+01,1.823232000000000141e+01,1.794318999999999775e+01,1.959710000000000107e+01,1.849990999999999985e+01,1.771397999999999939e+01,1.726977999999999724e+01,1.698432999999999993e+01,1.954590999999999923e+01,1.853636000000000195e+01,1.774746999999999986e+01,1.733214999999999861e+01,1.708396000000000114e+01,1.581246000000000040e-01
2.359426000000000201e+01,2.280577000000000254e+01,2.135810000000000031e+01,2.050581000000000031e+01,1.993776000000000082e+01,2.402665999999999968e+01,2.191865999999999914e+01,2.046120000000000161e+01,1.966228999999999871e+01,1.912222999999999828e+01,2.208464000000000027e+01,2.222521000000000058e+01,2.072738999999999976e+01,1.982038999999999973e+01,1.944357000000000113e+01,3.289725000000000010e-01
2.070450999999999908e+01,1.911007000000000033e+01,1.859253000000000000e+01,1.824667999999999779e+01,1.776999999999999957e+01,1.992581000000000202e+01,1.831901000000000224e+01,1.755406999999999940e+01,1.719407999999999959e+01,1.688391999999999982e+01,2.002036999999999978e+01,1.841362999999999772e+01,1.764476000000000155e+01,1.731807000000000230e+01,1.698992999999999753e+01,4.706525000000000292e-02
2.517640000000000100e+01,2.140005999999999986e+01,1.992559999999999931e+01,1.897082999999999942e+01,1.841788000000000025e+01,2.576454999999999984e+01,1.982043999999999784e+01,1.828075000000000117e+01,1.749813999999999936e+01,1.675283999999999907e+01,2.923490999999999929e+01,2.029335000000000022e+01,1.832162999999999897e+01,1.764532999999999774e+01,1.672437000000000040e+01,-1.969306999999999948e-04
1.762105000000000032e+01,1.740469999999999828e+01,1.770987999999999829e+01,1.799343000000000004e+01,1.826307000000000258e+01,1.761561999999999983e+01,1.738501000000000118e+01,1.770917999999999992e+01,1.799170000000000158e+01,1.826497000000000170e+01,1.764782999999999902e+01,1.740785999999999945e+01,1.776219999999999999e+01,1.805626000000000175e+01,1.832965000000000089e+01,1.227477000000000039e-04
1.963960000000000150e+01,1.900545999999999935e+01,1.899906000000000006e+01,1.910406000000000049e+01,1.886542000000000030e+01,1.766987999999999914e+01,1.685012000000000043e+01,1.661731999999999942e+01,1.649624000000000024e+01,1.641956000000000060e+01,1.774570999999999898e+01,1.684555999999999898e+01,1.656637000000000270e+01,1.642052999999999940e+01,1.621952999999999889e+01,1.731979999999999631e-02
2.127977000000000274e+01,1.954325000000000045e+01,1.840719999999999956e+01,1.796352000000000260e+01,1.755443999999999960e+01,1.990911000000000186e+01,1.827177000000000007e+01,1.718561000000000050e+01,1.668882999999999939e+01,1.629306000000000054e+01,1.915343000000000018e+01,1.813063000000000002e+01,1.712063999999999808e+01,1.665870999999999924e+01,1.640210000000000079e+01,1.351147999999999794e-01
2.005920000000000059e+01,1.922822999999999993e+01,1.876190000000000069e+01,1.870227000000000217e+01,1.855598999999999776e+01,1.880190999999999946e+01,1.779694999999999894e+01,1.750319000000000003e+01,1.726044999999999874e+01,1.718117000000000161e+01,1.878027999999999764e+01,1.779902000000000228e+01,1.752759999999999962e+01,1.729958999999999847e+01,1.727162000000000219e+01,5.443159000000000192e-02
1.924445000000000050e+01,1.836883999999999872e+01,1.811298000000000030e+01,1.800155000000000172e+01,1.801667000000000129e+01,1.924957000000000207e+01,1.836560000000000059e+01,1.811867999999999768e+01,1.801182999999999979e+01,1.802635000000000076e+01,1.929332999999999743e+01,1.842112000000000194e+01,1.818207999999999913e+01,1.809306000000000125e+01,1.810487999999999786e+01,-1.248199000000000075e-04
2.136112999999999928e+01,2.000182000000000215e+01,1.944249999999999901e+01,1.902537000000000234e+01,1.865638999999999825e+01,1.998975000000000080e+01,1.851297000000000281e+01,1.776869999999999905e+01,1.734854999999999947e+01,1.707873999999999981e+01,1.980483999999999867e+01,1.856843999999999895e+01,1.777036999999999978e+01,1.739842999999999762e+01,1.721930000000000049e+01,8.868368999999999558e-02
2.308822999999999936e+01,2.072165999999999997e+01,1.915644999999999953e+01,1.853021999999999991e+01,1.811662000000000106e+01,2.270895000000000152e+01,1.979798999999999864e+01,1.810705000000000098e+01,1.751869999999999905e+01,1.717107999999999990e+01,2.394494999999999862e+01,1.987458999999999776e+01,1.819369000000000014e+01,1.761372000000000071e+01,1.721298999999999779e+01,3.338415000000000132e-01
1.857647000000000048e+01,1.745772000000000190e+01,1.696241000000000199e+01,1.676448999999999856e+01,1.668482999999999805e+01,1.857742999999999967e+01,1.744897000000000276e+01,1.696217000000000041e+01,1.676082000000000249e+01,1.668434999999999846e+01,1.865022000000000091e+01,1.747272000000000247e+01,1.699530000000000030e+01,1.679539000000000115e+01,1.669836000000000098e+01,-1.470713999999999960e-05
2.145383999999999958e+01,2.018692000000000064e+01,1.956720999999999933e+01,1.925300999999999974e+01,1.909384000000000015e+01,2.143939999999999912e+01,2.016666000000000025e+01,1.954579999999999984e+01,1.923430000000000106e+01,1.906138999999999939e+01,2.145985999999999905e+01,2.018955000000000055e+01,1.957425999999999888e+01,1.928360999999999947e+01,1.910513999999999868e+01,1.394231999999999916e+00
1.722567000000000093e+01,1.613008999999999915e+01,1.571463999999999928e+01,1.555782000000000131e+01,1.548160000000000025e+01,1.722286000000000072e+01,1.611419000000000068e+01,1.571103999999999878e+01,1.554405999999999999e+01,1.548652999999999835e+01,1.725127999999999773e+01,1.614904999999999902e+01,1.574380999999999986e+01,1.559362000000000137e+01,1.553547999999999796e+01,-2.659542000000000091e-04
1.789657000000000053e+01,1.672697000000000145e+01,1.627853999999999957e+01,1.611388999999999783e+01,1.605669999999999931e+01,1.791864999999999952e+01,1.671852000000000160e+01,1.627824000000000026e+01,1.613205999999999918e+01,1.606498999999999810e+01,1.798688999999999893e+01,1.678496000000000166e+01,1.634206999999999965e+01,1.619592000000000098e+01,1.613505999999999929e+01,-1.561973000000000029e-04
2.122119999999999962e+01,1.948488000000000042e+01,1.835366000000000142e+01,1.800582999999999956e+01,1.759046000000000021e+01,2.028790000000000049e+01,1.826403999999999783e+01,1.718342000000000169e+01,1.675467000000000084e+01,1.642192000000000007e+01,2.024047999999999803e+01,1.832032999999999845e+01,1.727177000000000007e+01,1.685686000000000107e+01,1.660970999999999975e+01,1.346889000000000003e-01
2.094448999999999828e+01,1.906119999999999948e+01,1.811410000000000053e+01,1.772827999999999804e+01,1.738537999999999784e+01,1.989140000000000086e+01,1.803598999999999819e+01,1.705499000000000009e+01,1.657702000000000098e+01,1.621118999999999843e+01,1.996092000000000155e+01,1.814252000000000109e+01,1.719791999999999987e+01,1.673245999999999967e+01,1.640712000000000259e+01,1.057666000000000162e-01
2.544480000000000075e+01,2.149568999999999974e+01,2.069547999999999988e+01,2.048786000000000129e+01,2.072797000000000267e+01,2.547490000000000165e+01,2.150702000000000069e+01,2.071326000000000178e+01,2.049739999999999895e+01,2.071414000000000044e+01,2.504671000000000092e+01,2.166992000000000118e+01,2.086093999999999937e+01,2.053662999999999883e+01,2.046457999999999799e+01,2.419282000000000125e-05
1.939454999999999885e+01,1.771667000000000058e+01,1.711126000000000147e+01,1.690142999999999773e+01,1.678169000000000111e+01,1.938814999999999955e+01,1.771128999999999820e+01,1.711416000000000182e+01,1.689590000000000103e+01,1.678319000000000116e+01,1.945699000000000112e+01,1.776742000000000132e+01,1.715784000000000020e+01,1.695148000000000010e+01,1.686605000000000132e+01,1.923981999999999971e-04
1.999233999999999867e+01,1.995017999999999958e+01,1.940347999999999828e+01,1.915446999999999989e+01,1.863534999999999897e+01,1.932923999999999864e+01,1.909292999999999907e+01,1.834651000000000209e+01,1.798452999999999946e+01,1.751106000000000051e+01,1.966422999999999988e+01,1.940103999999999829e+01,1.854636999999999958e+01,1.807232000000000127e+01,1.769212999999999880e+01,3.245051999999999937e-01
1.828539999999999921e+01,1.695476000000000028e+01,1.645818999999999832e+01,1.626947000000000187e+01,1.616069999999999851e+01,1.829563999999999879e+01,1.696152000000000015e+01,1.644859999999999900e+01,1.627064000000000021e+01,1.616117999999999810e+01,1.834617000000000075e+01,1.700551000000000101e+01,1.649066000000000187e+01,1.630668999999999969e+01,1.621332999999999913e+01,-8.199878000000001047e-05
2.458472000000000079e+01,2.256622000000000128e+01,2.081177000000000277e+01,2.001506000000000185e+01,1.954660000000000153e+01,2.452447000000000088e+01,2.172625999999999991e+01,1.990200000000000102e+01,1.907919000000000054e+01,1.865524999999999878e+01,2.484230000000000160e+01,2.133465999999999951e+01,1.988758999999999943e+01,1.905087999999999937e+01,1.864747000000000199e+01,4.629641999999999924e-01
2.247476999999999947e+01,2.152361000000000146e+01,2.133112000000000208e+01,2.142767000000000266e+01,2.128848999999999947e+01,2.233298999999999879e+01,2.145232000000000028e+01,2.120116000000000156e+01,2.136927000000000021e+01,2.117839999999999989e+01,2.135825000000000173e+01,2.146161999999999992e+01,2.122203000000000017e+01,2.130917999999999779e+01,2.073707000000000278e+01,2.444318999999999686e+00
2.135797000000000168e+01,1.977540000000000120e+01,1.888710999999999984e+01,1.856618999999999886e+01,1.823178000000000054e+01,1.904880999999999958e+01,1.752234999999999943e+01,1.676517000000000124e+01,1.638100999999999985e+01,1.609326000000000079e+01,1.867310000000000159e+01,1.759861000000000075e+01,1.701796000000000220e+01,1.667698000000000036e+01,1.657047999999999988e+01,1.135801999999999923e-01
2.140422999999999831e+01,1.958260999999999896e+01,1.863964999999999961e+01,1.820064999999999955e+01,1.778021000000000029e+01,2.066563000000000017e+01,1.886029999999999873e+01,1.775826999999999956e+01,1.728049999999999997e+01,1.693752999999999886e+01,2.057942000000000249e+01,1.895094999999999885e+01,1.784740000000000038e+01,1.735489000000000104e+01,1.703767999999999816e+01,1.413419999999999954e-01
2.036890000000000001e+01,1.929142000000000223e+01,1.899028999999999812e+01,1.892596999999999952e+01,1.886481000000000208e+01,2.038290999999999897e+01,1.929590999999999923e+01,1.900251000000000090e+01,1.891317000000000093e+01,1.887692000000000192e+01,2.042539999999999978e+01,1.936028999999999911e+01,1.909274999999999878e+01,1.893642999999999788e+01,1.888347000000000264e+01,3.052048000000000022e-04
2.063387000000000171e+01,1.902644000000000091e+01,1.845251999999999981e+01,1.807345000000000113e+01,1.780564999999999998e+01,1.929386000000000223e+01,1.769979999999999976e+01,1.694840999999999909e+01,1.659084000000000003e+01,1.633304000000000045e+01,1.949472000000000094e+01,1.790123999999999782e+01,1.714806000000000097e+01,1.679433999999999827e+01,1.652256000000000213e+01,2.937332000000000137e-02
2.122941000000000145e+01,1.936452000000000240e+01,1.849602000000000146e+01,1.812206000000000117e+01,1.790797000000000239e+01,2.055076000000000036e+01,1.863123999999999825e+01,1.773845999999999989e+01,1.734587999999999752e+01,1.709912999999999883e+01,2.036085999999999885e+01,1.869451000000000107e+01,1.780437999999999832e+01,1.741178000000000026e+01,1.716868999999999801e+01,1.323300000000000032e-01
2.164622999999999919e+01,1.986543999999999954e+01,1.864161000000000001e+01,1.814311000000000007e+01,1.782001999999999953e+01,2.000099999999999767e+01,1.822006000000000014e+01,1.705242000000000147e+01,1.657412000000000063e+01,1.619242000000000203e+01,2.005349999999999966e+01,1.821792999999999907e+01,1.715383999999999887e+01,1.674452999999999747e+01,1.646220999999999890e+01,1.731197999999999904e-01
2.441133999999999915e+01,2.254996000000000222e+01,2.071891000000000105e+01,2.007977999999999952e+01,1.957903999999999911e+01,2.392014999999999958e+01,2.138363000000000014e+01,1.946985000000000099e+01,1.873281000000000063e+01,1.825293999999999883e+01,2.331945999999999941e+01,2.136821000000000126e+01,1.964854000000000056e+01,1.889906000000000219e+01,1.844546000000000063e+01,4.519657000000000258e-01
2.267362999999999928e+01,2.115507999999999811e+01,1.965817000000000192e+01,1.906725000000000136e+01,1.856442000000000192e+01,2.124076000000000164e+01,1.989714000000000027e+01,1.830790999999999968e+01,1.771762999999999977e+01,1.728037999999999741e+01,2.083625999999999934e+01,2.008064999999999856e+01,1.853341999999999956e+01,1.792151000000000138e+01,1.749795999999999907e+01,2.650896999999999837e-01
2.444402000000000186e+01,2.227869000000000099e+01,2.173936000000000135e+01,2.092737999999999943e+01,2.036958999999999875e+01,2.406667999999999807e+01,2.199762000000000128e+01,2.145247999999999777e+01,2.071665000000000134e+01,2.025016000000000105e+01,2.239761000000000024e+01,2.208392000000000266e+01,2.151811999999999969e+01,2.085920000000000130e+01,2.058782000000000068e+01,1.487770000000000037e+00
2.524897999999999954e+01,2.287471999999999994e+01,2.152599000000000018e+01,2.041803999999999775e+01,2.011798999999999893e+01,2.563689000000000107e+01,2.269620000000000104e+01,2.129401000000000010e+01,2.019242000000000203e+01,1.994517000000000095e+01,2.723389999999999844e+01,2.228903999999999996e+01,2.133611000000000146e+01,2.001177999999999813e+01,2.014842999999999762e+01,5.907409000000000132e-01
1.806606999999999985e+01,1.599122999999999806e+01,1.526222000000000101e+01,1.500017999999999851e+01,1.487303999999999959e+01,1.803278999999999854e+01,1.598988999999999905e+01,1.524319000000000024e+01,1.497869000000000028e+01,1.484205000000000041e+01,1.806602999999999781e+01,1.606052000000000035e+01,1.529391000000000034e+01,1.502693999999999974e+01,1.493207999999999913e+01,-4.420364000000000763e-05
2.154730999999999952e+01,1.987758999999999787e+01,1.889144999999999897e+01,1.840894000000000119e+01,1.809225999999999956e+01,2.049493999999999971e+01,1.865488999999999820e+01,1.763942999999999728e+01,1.711967000000000283e+01,1.676640000000000086e+01,2.082469000000000037e+01,1.872203000000000017e+01,1.773388999999999882e+01,1.722909999999999897e+01,1.688404999999999845e+01,1.181607999999999964e-01
2.153409999999999869e+01,2.046845000000000070e+01,1.940606000000000009e+01,1.896946000000000154e+01,1.874640000000000128e+01,1.981742000000000203e+01,1.846613999999999933e+01,1.763641000000000147e+01,1.721619000000000099e+01,1.692107999999999990e+01,1.987014999999999887e+01,1.838779999999999859e+01,1.764019000000000048e+01,1.724802000000000035e+01,1.704748999999999981e+01,1.311609999999999998e-01
1.818922999999999845e+01,1.655997999999999948e+01,1.583267000000000202e+01,1.555274999999999963e+01,1.535447000000000095e+01,1.818925000000000125e+01,1.656804999999999950e+01,1.583427000000000184e+01,1.553296000000000099e+01,1.536286000000000129e+01,1.823836000000000013e+01,1.662069999999999936e+01,1.587881000000000142e+01,1.557722000000000051e+01,1.540794999999999959e+01,7.763463999999999977e-05
2.096940000000000026e+01,1.976869999999999905e+01,1.910692999999999842e+01,1.876792000000000016e+01,1.867867000000000033e+01,1.925966999999999985e+01,1.798433999999999955e+01,1.736730000000000018e+01,1.700819999999999865e+01,1.676721000000000217e+01,1.913732999999999862e+01,1.799720999999999904e+01,1.739397999999999911e+01,1.706716000000000122e+01,1.680717999999999890e+01,9.155515999999999655e-02
2.424467999999999890e+01,2.108152999999999722e+01,1.847821000000000069e+01,1.686929999999999907e+01,1.575689999999999991e+01,2.463218999999999781e+01,2.107899000000000100e+01,1.847136000000000067e+01,1.688628999999999891e+01,1.575425000000000075e+01,2.535745000000000005e+01,2.097401999999999944e+01,1.852665000000000006e+01,1.693752999999999886e+01,1.580257999999999896e+01,2.427621000000000032e-03
2.428706000000000031e+01,2.343675999999999959e+01,2.221799000000000035e+01,2.117849999999999966e+01,2.057357999999999976e+01,2.337063999999999808e+01,2.282872000000000057e+01,2.128395000000000081e+01,1.998998999999999882e+01,1.958418999999999954e+01,2.301605999999999952e+01,2.488137000000000043e+01,2.136119000000000057e+01,2.001848000000000027e+01,1.944529999999999959e+01,7.728344000000000324e-01
2.346499000000000024e+01,2.140172000000000097e+01,1.970768999999999949e+01,1.913032999999999717e+01,1.868802000000000163e+01,2.253659000000000034e+01,2.036648999999999887e+01,1.862512000000000256e+01,1.804846000000000217e+01,1.763577000000000083e+01,2.219782999999999973e+01,2.032317000000000107e+01,1.873759000000000086e+01,1.814611999999999981e+01,1.776677000000000106e+01,3.119828000000000046e-01
2.477419000000000082e+01,2.362321999999999989e+01,2.223443999999999932e+01,2.121062999999999832e+01,2.051007999999999853e+01,2.550620999999999938e+01,2.287784999999999869e+01,2.096719999999999828e+01,2.002537999999999840e+01,1.951379000000000019e+01,2.231552000000000291e+01,2.380982000000000198e+01,2.099262999999999835e+01,2.015756999999999977e+01,1.951563999999999766e+01,5.378175999999998957e-01
1.894142000000000081e+01,1.687409999999999854e+01,1.603076000000000079e+01,1.548662000000000205e+01,1.504152999999999807e+01,1.678007999999999811e+01,1.483125000000000071e+01,1.390116000000000085e+01,1.342362000000000144e+01,1.308215000000000039e+01,1.665291000000000210e+01,1.483338999999999963e+01,1.393338999999999928e+01,1.345372000000000057e+01,1.314957999999999849e+01,2.360575000000000173e-02
2.007421000000000078e+01,1.912777000000000172e+01,1.865857000000000099e+01,1.838524999999999920e+01,1.830267000000000266e+01,1.925038999999999945e+01,1.818828999999999851e+01,1.771378999999999948e+01,1.741035000000000110e+01,1.723969999999999914e+01,1.947287999999999997e+01,1.838729000000000013e+01,1.784554999999999936e+01,1.754373999999999967e+01,1.731461000000000183e+01,5.778938000000000130e-02
2.256502000000000052e+01,2.060804999999999865e+01,1.960367000000000104e+01,1.913004000000000104e+01,1.878903999999999996e+01,2.170941000000000187e+01,1.953095000000000070e+01,1.845192999999999728e+01,1.799573999999999785e+01,1.767487999999999815e+01,2.548190999999999917e+01,1.954603999999999786e+01,1.860059000000000040e+01,1.815797999999999845e+01,1.792980000000000018e+01,1.508430000000000049e-01
2.349891000000000219e+01,2.205447000000000202e+01,2.028481000000000023e+01,1.964428999999999803e+01,1.906932999999999723e+01,2.263654000000000011e+01,2.103372000000000241e+01,1.920391000000000048e+01,1.843919999999999959e+01,1.795110999999999990e+01,2.108995000000000175e+01,2.108853999999999829e+01,1.919920000000000115e+01,1.850059999999999860e+01,1.787528999999999968e+01,4.369772000000000101e-01
2.163373999999999953e+01,1.947012999999999749e+01,1.835751000000000133e+01,1.808785999999999916e+01,1.777071000000000112e+01,1.949863999999999820e+01,1.745351000000000141e+01,1.635060999999999964e+01,1.590944000000000003e+01,1.555942000000000114e+01,1.933274000000000115e+01,1.757087999999999894e+01,1.648610000000000042e+01,1.604260999999999981e+01,1.576409999999999911e+01,1.398147999999999891e-01
2.069187000000000154e+01,1.935877999999999943e+01,1.879476999999999975e+01,1.827662999999999727e+01,1.793067999999999884e+01,1.967837999999999710e+01,1.840305999999999997e+01,1.775825999999999993e+01,1.734858999999999796e+01,1.704485000000000028e+01,1.957179999999999964e+01,1.832472000000000278e+01,1.772257000000000104e+01,1.731902000000000186e+01,1.704745000000000132e+01,8.218490999999999991e-02
1.800747000000000142e+01,1.694005999999999901e+01,1.649595000000000056e+01,1.631787999999999883e+01,1.624850999999999956e+01,1.802681000000000111e+01,1.694557000000000002e+01,1.650826999999999956e+01,1.633102000000000231e+01,1.625142999999999915e+01,1.808352000000000004e+01,1.698657000000000039e+01,1.655107000000000284e+01,1.638854999999999862e+01,1.631193999999999988e+01,-2.009133000000000132e-04
2.168531000000000120e+01,2.127201000000000164e+01,2.114627000000000123e+01,2.130387999999999948e+01,2.117947999999999809e+01,2.162068000000000012e+01,2.119398999999999944e+01,2.107885999999999882e+01,2.120251000000000019e+01,2.110904999999999987e+01,2.178222999999999843e+01,2.130554000000000059e+01,2.123652999999999835e+01,2.130146000000000228e+01,2.128654999999999831e+01,2.373391000000000042e-02
1.993140999999999963e+01,1.898602999999999952e+01,1.818890000000000029e+01,1.777149000000000001e+01,1.762856000000000023e+01,1.908852000000000260e+01,1.798322000000000287e+01,1.713507999999999853e+01,1.669582999999999728e+01,1.646551000000000187e+01,1.936655999999999977e+01,1.808669000000000082e+01,1.724687999999999732e+01,1.679726000000000141e+01,1.657790999999999926e+01,1.525553999999999799e-01
2.240267000000000053e+01,2.031832999999999956e+01,1.923245999999999967e+01,1.876772000000000062e+01,1.822217000000000198e+01,2.106024000000000029e+01,1.862965000000000160e+01,1.746179000000000059e+01,1.694366000000000128e+01,1.656362000000000023e+01,2.220667000000000257e+01,1.881152999999999764e+01,1.762858999999999909e+01,1.710227000000000075e+01,1.677740000000000009e+01,1.374450000000000116e-01
2.174337999999999838e+01,1.954136000000000095e+01,1.856246000000000151e+01,1.814339999999999975e+01,1.768085999999999913e+01,2.055535000000000068e+01,1.839799000000000007e+01,1.728893000000000058e+01,1.683067999999999742e+01,1.645801000000000158e+01,2.044004999999999939e+01,1.843850000000000122e+01,1.728579999999999828e+01,1.686181000000000196e+01,1.652981000000000122e+01,1.356632000000000116e-01
2.219154999999999944e+01,2.172475999999999985e+01,2.155571000000000126e+01,2.133738999999999919e+01,2.100473999999999819e+01,2.211520000000000152e+01,2.169075000000000131e+01,2.143505000000000038e+01,2.124046000000000234e+01,2.088755000000000095e+01,2.182076999999999956e+01,2.199102000000000245e+01,2.151817999999999742e+01,2.150072000000000116e+01,2.100243000000000038e+01,1.619676000000000116e+00
2.181895000000000095e+01,2.097609999999999886e+01,2.082962999999999809e+01,2.080760000000000076e+01,2.036632999999999782e+01,2.189607000000000170e+01,2.098221000000000203e+01,2.082527999999999935e+01,2.080069999999999908e+01,2.038302000000000191e+01,2.174248000000000047e+01,2.103960000000000008e+01,2.094672000000000267e+01,2.073558999999999841e+01,2.027576000000000178e+01,-6.127643000000000109e-04
2.243534999999999968e+01,2.026504999999999868e+01,1.907207999999999970e+01,1.852930999999999884e+01,1.809309999999999974e+01,2.069089999999999918e+01,1.880798000000000059e+01,1.749532999999999916e+01,1.698078999999999894e+01,1.658516000000000190e+01,1.798821000000000225e+01,1.944215000000000160e+01,1.754293999999999798e+01,1.718675999999999959e+01,1.702757000000000076e+01,1.775467000000000017e-01
2.572456000000000031e+01,2.254546000000000205e+01,2.183542999999999878e+01,2.069859999999999900e+01,1.991382000000000119e+01,2.606637999999999877e+01,2.262200999999999951e+01,2.185902000000000100e+01,2.069604999999999961e+01,1.990751000000000204e+01,2.541619000000000028e+01,2.261099000000000103e+01,2.215177000000000263e+01,2.077852000000000032e+01,2.028230999999999895e+01,-1.518502000000000255e-05
1.843052000000000135e+01,1.736207000000000278e+01,1.729602000000000217e+01,1.728452000000000055e+01,1.738254999999999839e+01,1.843512999999999735e+01,1.735308999999999813e+01,1.729887000000000086e+01,1.734212000000000131e+01,1.738512000000000057e+01,1.849524999999999864e+01,1.739613999999999905e+01,1.735383999999999816e+01,1.740213999999999928e+01,1.744324999999999903e+01,-6.728328000000000542e-05
2.421463999999999928e+01,2.169554000000000116e+01,1.988738000000000028e+01,1.927487999999999957e+01,1.884140999999999977e+01,2.342562999999999818e+01,2.078050999999999959e+01,1.896495000000000175e+01,1.829919999999999902e+01,1.793446000000000140e+01,2.149577999999999989e+01,2.045549000000000106e+01,1.890737999999999985e+01,1.823953999999999809e+01,1.799155999999999977e+01,3.856395999999999713e-01
2.221988999999999947e+01,2.001738999999999891e+01,1.886755000000000138e+01,1.838572999999999880e+01,1.797507000000000232e+01,2.128255000000000052e+01,1.894677000000000078e+01,1.773436000000000234e+01,1.723045000000000115e+01,1.686823000000000050e+01,2.144539999999999935e+01,1.893191000000000201e+01,1.777994999999999948e+01,1.727186000000000021e+01,1.693609000000000009e+01,1.692424999999999902e-01
2.584742999999999924e+01,2.578256000000000014e+01,2.337907999999999831e+01,2.050550000000000139e+01,1.889418999999999826e+01,2.593708999999999776e+01,2.577049999999999841e+01,2.332035000000000124e+01,2.051214999999999833e+01,1.889847999999999928e+01,2.449390000000000001e+01,2.512603999999999971e+01,2.324282000000000181e+01,2.068882999999999939e+01,1.892312000000000083e+01,4.760551999999999818e-05
2.117023999999999972e+01,2.008030000000000115e+01,1.976520000000000010e+01,1.947557000000000116e+01,1.917725000000000080e+01,1.919557999999999964e+01,1.783598999999999890e+01,1.739939000000000036e+01,1.709704999999999941e+01,1.691279000000000110e+01,1.959345000000000070e+01,1.782896000000000214e+01,1.746392999999999773e+01,1.703190000000000026e+01,1.687019000000000091e+01,4.168505000000000127e-02
2.070342000000000127e+01,1.895217000000000240e+01,1.799690999999999974e+01,1.757139000000000095e+01,1.725752999999999915e+01,1.932923999999999864e+01,1.746017000000000152e+01,1.656409999999999982e+01,1.613660000000000139e+01,1.583438999999999908e+01,1.934477000000000046e+01,1.758277000000000001e+01,1.670374999999999943e+01,1.629457999999999984e+01,1.603692999999999813e+01,7.209822000000000453e-02
2.298153999999999897e+01,2.157701000000000136e+01,2.069412000000000162e+01,2.039838999999999913e+01,2.018071000000000126e+01,2.303303999999999974e+01,2.152000999999999920e+01,2.063527000000000200e+01,2.035858999999999952e+01,2.014604999999999890e+01,2.259447000000000116e+01,2.148147999999999769e+01,2.066087000000000273e+01,2.049392999999999887e+01,2.031915000000000049e+01,-4.020970999999999920e-03
2.343582999999999927e+01,2.133567000000000036e+01,1.971962000000000259e+01,1.920007999999999981e+01,1.882212999999999781e+01,2.273110000000000142e+01,2.023753999999999920e+01,1.860856000000000066e+01,1.803245000000000076e+01,1.767624999999999957e+01,2.506047999999999831e+01,2.022771000000000186e+01,1.859248999999999796e+01,1.807296000000000191e+01,1.770204000000000022e+01,3.055837999999999610e-01
2.204788999999999888e+01,1.949314000000000036e+01,1.800940999999999903e+01,1.651170000000000115e+01,1.564789999999999992e+01,2.206573999999999813e+01,1.950397000000000247e+01,1.800666000000000011e+01,1.650326000000000093e+01,1.565707999999999878e+01,2.191604999999999848e+01,1.957238999999999862e+01,1.806586000000000070e+01,1.655893000000000015e+01,1.571628999999999898e+01,-4.839310000000000259e-05
2.166798000000000002e+01,2.005645000000000167e+01,1.950929999999999964e+01,1.903004999999999924e+01,1.886677000000000248e+01,1.981673999999999936e+01,1.798883999999999972e+01,1.736338999999999899e+01,1.700269000000000119e+01,1.682257999999999853e+01,2.032061000000000206e+01,1.804606000000000066e+01,1.744481000000000037e+01,1.715512000000000015e+01,1.726738999999999891e+01,1.006378999999999885e-01
1.963947000000000287e+01,1.882620999999999967e+01,1.854729000000000028e+01,1.846956000000000131e+01,1.841048999999999936e+01,1.883292000000000144e+01,1.795851000000000042e+01,1.764861000000000146e+01,1.746246000000000009e+01,1.735728999999999900e+01,1.882357999999999976e+01,1.794160000000000110e+01,1.760232000000000241e+01,1.741234999999999999e+01,1.725316000000000116e+01,3.282588000000000172e-02
2.523307000000000144e+01,2.327737000000000123e+01,2.177257999999999782e+01,2.040239000000000047e+01,1.966819999999999879e+01,2.558752999999999744e+01,2.225042999999999793e+01,2.064088999999999885e+01,1.931784999999999997e+01,1.858827999999999747e+01,2.380810999999999922e+01,2.198721000000000103e+01,2.080942999999999898e+01,1.958259999999999934e+01,1.898136000000000223e+01,7.647228999999999832e-01
2.025867000000000218e+01,1.939585999999999899e+01,1.899630000000000152e+01,1.856050000000000111e+01,1.821892000000000067e+01,1.940869999999999962e+01,1.842810000000000059e+01,1.791720000000000113e+01,1.749702000000000268e+01,1.726027999999999807e+01,1.950943999999999789e+01,1.838811000000000107e+01,1.788942999999999728e+01,1.756895000000000095e+01,1.730042000000000257e+01,1.607707000000000164e-01
2.106038999999999817e+01,1.903816000000000130e+01,1.799876000000000076e+01,1.765722000000000236e+01,1.730143999999999949e+01,2.056354999999999933e+01,1.833458999999999861e+01,1.734247000000000227e+01,1.693407000000000195e+01,1.662503999999999849e+01,2.075297999999999732e+01,1.836223000000000027e+01,1.740691999999999950e+01,1.697701999999999956e+01,1.674427000000000021e+01,1.096011999999999958e-01
2.359238999999999820e+01,2.286670000000000158e+01,2.123385999999999996e+01,2.035117999999999938e+01,1.992276999999999987e+01,2.307140000000000057e+01,2.203768999999999778e+01,2.028525000000000134e+01,1.933258999999999972e+01,1.893309999999999960e+01,2.346712000000000131e+01,2.518632000000000204e+01,2.029703999999999908e+01,1.923208999999999946e+01,1.879635000000000034e+01,5.240057999999999661e-01
